Restaurant Name,Aggregate rating,Votes,correl,
Annapurna Sweets Palace,0,1,,
Krishna Panjabi Rasoi,0,1,,
Lazeez Zaika,0,1,,
Super Star Restaurant,0,1,,
The Food Express,0,1,,
Aggarwal Sweets & Bakers,0,1,,
Chinese Hot,0,1,,
Krishna Yummy Foods,0,1,,
Laxmi Dhaba,0,1,,
Wrapss,0,1,,
Anupama Restaurant,0,1,,
Cafe Einstein,0,1,,
Gupta Rasoi,0,1,,
Paras Chicken Point,0,1,,
Annapurna Food Point,0,1,,
Chokoreto - The Cake Design Studio,0,1,,
The Bay Leaf,0,1,,
Mx Corn,0,1,,
The Belgian Fries Company,0,1,,
Cafexpress,0,1,,
Mauja Hi Mauja,0,1,,
Aggarwal Sweets Centre,0,1,,
Anupama Snacks and Sweets Corner,0,1,,
Balaji Eating Point,0,1,,
Bikaner Sweet Corner,0,1,,
Cook & Connect,0,1,,
Domino's Pizza,0,1,,
Flavors Of London,0,1,,
Hyderabadi & Muradabadi Chicken Corner,0,1,,
It's Pizza Town,0,1,,
ITO Ke Mashoor Chole Bhature,0,1,,
Kayasthas Food Junction,0,1,,
KGN Chicken Corner,0,1,,
Nand Bhai Chholey Bhature,0,1,,
Rana Sweets and Restaurant,0,1,,
Rastogi Sweets & Caterers,0,1,,
Sher e Punjab Rasoi,0,1,,
Shyam Rasoi,0,1,,
Subhan Chicken Biryani,0,1,,
The Night Rider,0,1,,
Yadav Chaat Bhandar,0,1,,
Yadav Ji Chholey Bhature,0,1,,
Khan Chacha,0,1,,
Chennai Dosa Express,0,1,,
Chennai Dosa Xpress,0,1,,
Mahavir Sweets,0,1,,
Shree Balaji Caterers,0,1,,
Yumbuns,0,1,,
Sree Krishna Udupi,0,1,,
Baskin Robbins,0,1,,
Giani,0,1,,
Perfect Party Chef,0,1,,
Shanghai Chinese Food,0,1,,
Dabbba Wala Home Away,0,1,,
Fourteen Eleven Tea Cafe,0,1,,
Hussain - UP Ki Mashoor Biryani,0,1,,
Mangal Ji and Gupta Ji Dhaba,0,1,,
Shere-E-Punjab,0,1,,
Biryani Point,0,1,,
Faaso's,0,1,,
Kingdom Restaurant,0,1,,
Million Kitchen,0,1,,
Ovenstory Pizza,0,1,,
Chillax Cafe And Bistro,0,1,,
Jee Aao Jee Chole Bhature,0,1,,
LSK Express,0,1,,
CHA! WA!!,0,1,,
Home Kitchen,0,1,,
Safdarjung Club,0,1,,
Starup Catering,0,1,,
The Chinese & Thai Restaurant,0,1,,
Abdullah Biryani Centre,0,1,,
Allishan Family Restaurant,0,1,,
Meatwale.com,0,1,,
Mohit Bakery,0,1,,
Pho King Awesome,0,1,,
PIE,0,1,,
Bikaner Sweets,0,1,,
Brij Ki Rasoi,0,1,,
Jo's Peace of Cake,0,1,,
MK Tiffin Service,0,1,,
Om Aggarwal Sweets,0,1,,
Chowringhee,0,1,,
Krispy Kitchen,0,1,,
Mughlai Point,0,1,,
Maharaja Food Club,0,1,,
ADM Foodi,0,1,,
Aggarwal Sweet India,0,1,,
Aggarwal Sweets,0,1,,
Al-Taj Shamim Chicken Point,0,1,,
Bikaner Sweets & Restaurant,0,1,,
Bikaner Sweets,0,1,,
Ex- Taj Foods,0,1,,
Fantasy Pastry Shop,0,1,,
Gareeb Dhaba,0,1,,
Hot & Chilly Point,0,1,,
Hot Chinese & Fast Food,0,1,,
Jony Sweets,0,1,,
Prakash Sweets,0,1,,
South Cafe,0,1,,
Wah Ji Wah,0,1,,
Bikaner Sweets & Restaurant,0,1,,
Come 'n' Eat,0,1,,
Hirdesh Eating Point,0,1,,
Joshi Eating House,0,1,,
Pawar's Food Court Inc.,0,1,,
Yummy Rasoi,0,1,,
Baba Chaap Wala,0,1,,
Cafe Coffee Day,0,1,,
Da Pizza Palace,0,1,,
Hot Wok,0,1,,
Ichak Dana,0,1,,
Nirula's Ice Cream,0,1,,
Royal Cakes,0,1,,
Republic of Chicken,0,1,,
Special Chicken Biryani,0,1,,
Babu Meat Wala,0,1,,
Gourmet Bistro,0,1,,
Lajwab Pastry Palace,0,1,,
Rajender Di Punjabi Rasoi,0,1,,
Ram Ji Snacks & Food Corner,0,1,,
Sharma Ji Spring Roll,0,1,,
Ajeet Fast Food Corner,0,1,,
Al Changezi,0,1,,
Dragon Way,0,1,,
Foodaholic,0,1,,
Indian Chinese Fast Food,0,1,,
Satguru Tiffin Service,0,1,,
Stuffed Kathi Roll,0,1,,
Dee Pizza Hub,0,1,,
Giani,0,1,,
Health-O-Lic,0,1,,
Himalya Chinese,0,1,,
Manpasand Punjabi Zaika,0,1,,
Pizza Station,0,1,,
South Indian Hut,0,1,,
Brijwasi Sweet and Namkeen,0,1,,
Lala Da Shudh Vaishno Dhaba,0,1,,
Veg. Darbar,0,1,,
Bakermania,0,1,,
Kaptain Bakery,0,1,,
Mahinder Food Corner,0,1,,
Practically Perfect,0,1,,
Cafe Youth,0,1,,
Cake Express,0,1,,
Hyderabad's Delight,0,1,,
Richa's Bakery,0,1,,
Shree Krishna Restaurant,0,1,,
The Royal Prestige,0,1,,
Food Factory,0,1,,
Rupa Ice Cream Parlour,0,1,,
Chai Garam,0,1,,
Karim's,0,1,,
Khub Chand,0,1,,
OCD - Online Cake Delivery,0,1,,
Sher E Punjab,0,1,,
Bismillah Hotel,0,1,,
Let's Eat,0,1,,
The Relax Point,0,1,,
Zareen's Dastarkhwan,0,1,,
Dolce Gelato,0,1,,
Dunkin' Donuts,0,1,,
Food Plaza,0,1,,
Tod-Bistro Cafe,0,1,,
Vadilal Ice Cream Parlour,0,1,,
The Butler & The Chef - Jaypee Greens,0,1,,
Baskin Robbins,0,1,,
Chai Thela,0,1,,
Joost Juice Bar,0,1,,
Juice Lounge,0,1,,
Kings Kulfi,0,1,,
Robins Sweets & Restaurant,0,1,,
Chaskaa Restaurant,0,1,,
Chawla's 2,0,1,,
Haochi,0,1,,
Uncle's Corner,0,1,,
Red Chilli,0,1,,
Riyaz Biryani Corner,0,1,,
Standard Sweets,0,1,,
Tiffinhunt,0,1,,
Top Burger,0,1,,
The Flip On Wheel,0,1,,
Big Biryani,0,1,,
Delicacies,0,1,,
Kanha Ji Sweets & Restaurant,0,1,,
Little China,0,1,,
Lola's Cafe,0,1,,
Madras Coffee House,0,1,,
Sandoz,0,1,,
Tea Nation,0,1,,
Tpot,0,1,,
Jaak Foods,0,1,,
Kaka Restaurant,0,1,,
KC Bakers,0,1,,
KC Bakery,0,1,,
Rajan Foods Corner,0,1,,
Sarfira,0,1,,
Yummy Kitchen,0,1,,
Night Munchers,0,1,,
Twenty Four Seven,0,1,,
The Food Factory,0,1,,
Hungro,0,1,,
Shiparma Shri,0,1,,
Shri Adarsh Kulfi,0,1,,
Simla Bakery,0,1,,
The Big Chefs,0,1,,
Bunz & Dogz,0,1,,
Cafe Buddy's,0,1,,
Antaryami Paratha Corner,0,1,,
Biryani,0,1,,
Chicago Pizza,0,1,,
Nawabi Mughlai Zaika Food Van,0,1,,
Bangali Restaurant,0,1,,
Zaika Tiffin Center,0,1,,
Balaji Restaurant & Sweets,0,1,,
Cookie House,0,1,,
Amazing Burgers,0,1,,
Ghar Ka Khana,0,1,,
Knight Kitchens,0,1,,
Momos Box,0,1,,
Chacha Food Street,0,1,,
Pihu's Cafe,0,1,,
Essen Foods,0,1,,
Cafe Rap,0,1,,
Doon Dhaba,0,1,,
Green Chick Chop,0,1,,
Kesarwa Bakez,0,1,,
Let's Noodle,0,1,,
New Dragon Chinese Fast Food  & Paranthey Wala,0,1,,
Delhi Mughlai Biryani,0,1,,
4U,0,1,,
Big B Pastry Shop,0,1,,
Chef's Curry,0,1,,
Ice Stone Cafe,0,1,,
Lucknow Wale Kwality Kabab,0,1,,
Royal King,0,1,,
Tikka Express meets Chennai Express,0,1,,
Yolkers,0,1,,
Cream Bell,0,1,,
The Bakery Mart,0,1,,
Fire n Ice,0,1,,
Balti,0,1,,
Baskin Robbins,0,1,,
Pizza Junction,0,1,,
Chocolate Fountain,0,1,,
McDonald's,0,1,,
Tea Trails,0,1,,
Bread & Pasta,0,1,,
The Grand,0,1,,
Cantinho da Gula,0,0,,
The Chaiwalas,0,0,,
Fusion Food Corner,0,0,,
Punjabi Rasoi,0,0,,
Baskin Robbin,0,0,,
Angaar,0,0,,
TcozY,0,0,,
The Retriever,0,0,,
Chill 'N Grill,0,0,,
Punjabi Restaurant,0,0,,
Standard Chicken Point,0,0,,
The Grillz & Gravy,0,0,,
Little Cafe,0,0,,
Giani's,0,0,,
New Dilight,0,0,,
City Dhaba,0,0,,
Garam Masala,0,0,,
Mittal Fast Food,0,0,,
Apna Restaurant,0,0,,
Chaudhary Chaap & Chinese,0,0,,
Chings Chinese,0,0,,
Food On Wheels,0,0,,
Maa Kali Foods,0,0,,
The Street Kitchen,0,0,,
United Kitchen,0,0,,
Bikaneri Sweets & Restaurant,0,0,,
Food Station,0,0,,
The BBQ Garden,0,0,,
The Chaiwalas,0,0,,
Hungry Head,0,0,,
Tandoori Hut,0,0,,
Fritrolla,0,0,,
KitchenYard,0,0,,
Bikaner Misthan Bhandar,0,0,,
Muradabadi Chicken Biryani Corner,0,0,,
The Black Kettle,0,0,,
Biryani Bot,0,0,,
Caf?? Kitchen,0,0,,
Magic Spice Wok,0,0,,
Magical Momos,0,0,,
Shri Bikaner Misthan Bhandar,0,0,,
Tasty Dhaba Family Restaurant,0,0,,
U & I,0,0,,
Prelibato,0,0,,
Aravali Owls,0,0,,
Mother's Kitchen,0,0,,
Aggarwal's Bikaner Mishthan Bhandar,0,0,,
Aravalli Owls,0,0,,
Royal Bakers,0,0,,
Touch of Spice,0,0,,
Sardar A Pure Meat Shop,0,0,,
The Baking Treats N More,0,0,,
Twin Brothers,0,0,,
Bikaner Sweets & Bakers,0,0,,
Burger Xpress,0,0,,
Da Pizza Zone,0,0,,
Finger Licious,0,0,,
Shankar Sweets,0,0,,
The Big Scoop,0,0,,
Achoos Food Corner,0,0,,
Aha Bites,0,0,,
Gopi Sweets & Caters,0,0,,
Lavi Foji Dhaba,0,0,,
Narayan Fast Food Home,0,0,,
OMG Tiffinz,0,0,,
Solty Hotel,0,0,,
Tanishk Gourmet Indian,0,0,,
Ashoka Snacks Corner,0,0,,
Chefoncalls,0,0,,
Corp Kitchen,0,0,,
Good Food,0,0,,
Mahek By Greenz,0,0,,
Pao King,0,0,,
Shama Chicken Corner,0,0,,
Unique Food Hut,0,0,,
Coffee to Cocktail Bar - Hyatt Place,0,0,,
Bansiwala Bakery,0,0,,
Bansiwala Rasoi,0,0,,
Best Pizza Hut,0,0,,
Bikaner Sweets & Restaurant,0,0,,
Chulha,0,0,,
Dev Restaurant,0,0,,
Dietpoint,0,0,,
Gautam Bakery,0,0,,
Hot & Spicy,0,0,,
Icon Foods,0,0,,
M Cr??me,0,0,,
Mamta Tiffin Service,0,0,,
Panther Restaurant,0,0,,
Sheetla Dhaba,0,0,,
Shristi Happy Eats,0,0,,
Singh Terrace Grill,0,0,,
Swami Vaishno Dhaba,0,0,,
ANTIDOTE,0,0,,
Bablu Fast Food,0,0,,
Bikaner Sweets Snacks & Restaurant,0,0,,
Bikaner Sweets,0,0,,
Biryani & Rolls,0,0,,
Cafe Coffee Day,0,0,,
Dilli Rasoi,0,0,,
Dujal Cafe,0,0,,
HSI Food World,0,0,,
Lajawaab House Cafe,0,0,,
Luncheon Box,0,0,,
Raju Vaishno Amritsari Dhaba,0,0,,
VK Food Court,0,0,,
Fruitpro,0,0,,
Konetto Pizza,0,0,,
Divine Bites,0,0,,
Interaxis,0,0,,
Kwality wall's swirl's,0,0,,
Milan Apna Dhaba,0,0,,
R S Foods,0,0,,
Shahi  Chicken Corner,0,0,,
Firangi Bake,0,0,,
Indochi,0,0,,
Dilli Light,0,0,,
Love Desserts,0,0,,
Afghan Indian,0,0,,
Al Fanoos,0,0,,
Baskin Robbins,0,0,,
Bisht Food Court,0,0,,
Burj Al Arab,0,0,,
Chinese Chilli Sizllers,0,0,,
Costa Coffee,0,0,,
Costa Coffee,0,0,,
Fresh Food,0,0,,
Kwality Restaurant,0,0,,
Nehra's Food Point,0,0,,
Orange Food Cart,0,0,,
Royal Sweets,0,0,,
Shree Annapurna,0,0,,
Underground Restaurant,0,0,,
Apna Dabba,0,0,,
Chinese Fast Food,0,0,,
Chinese Food,0,0,,
Chop Shop,0,0,,
Foody Goody,0,0,,
Muskan Chicken Biryani,0,0,,
Shri Sai Kirpa Food,0,0,,
Sufiya Hotel,0,0,,
Veg Hut,0,0,,
Bikaner Misthan Bhandar,0,0,,
Apni Rasoi,0,0,,
Bala Ji Sweets Corner,0,0,,
Barista,0,0,,
Cafe #22hours,0,0,,
Chinese Hot Express,0,0,,
Cookingo,0,0,,
Firefly,0,0,,
Foodie Xpress,0,0,,
Go! Dimsum,0,0,,
Kanha North & South Indian Veg.,0,0,,
Kings Kulfi,0,0,,
Lassi Cafe,0,0,,
Marwadi Khana,0,0,,
Ravi Fast Food,0,0,,
Street Food By Punjab Grills,0,0,,
Sweet Ginger Bakery,0,0,,
The Rolling Stove,0,0,,
Delicious Food Corner,0,0,,
Firangi Bake,0,0,,
Kettle & Kegs,0,0,,
The Daily,0,0,,
Boozer's,0,0,,
Cheffy's,0,0,,
AK Your Food,0,0,,
Shri Ram Bhojnalaya,0,0,,
Special O-cake-sions,0,0,,
Tasteful Biryani,0,0,,
Lily Food's,0,0,,
Adventure Food,0,0,,
Baba Da Dhaba,0,0,,
Bandhani Fast Food,0,0,,
Bhai Ji Dhaba,0,0,,
Cafe Coffee Day,0,0,,
Chauhan Hotel,0,0,,
Dheeraj Vaishno Dhaba,0,0,,
Knights Kitchen,0,0,,
Ku-Kukdu-Ku,0,0,,
Mogambo Kitchen,0,0,,
Noore-e-Seva,0,0,,
Renu Sweets & Restaurant,0,0,,
Uttrakhand Bohra Bhojnalaya & Fast Food,0,0,,
Uttrakhand Dhaba,0,0,,
Department of Food and Social Affair,0,0,,
Creamy Innovation,0,0,,
Aggarwal Sweets & Restaurant,0,0,,
Tpot,0,0,,
Aahar Meat and Chicken Shop,0,0,,
Food Cafe,0,0,,
Punjabi Chaap Corner,0,0,,
Tandoori Kebab,0,0,,
Amar Bakery,0,0,,
Cookie Shookie,0,0,,
Fabulous Cake,0,0,,
Jai Maa Shaarde Samose Wala,0,0,,
Madaan Confectionery,0,0,,
Sikka Chinese Fast Food,0,0,,
Teedo's Cake Inn,0,0,,
The Cake Affairs,0,0,,
Tulsi Ram Chinese Hut,0,0,,
V. K. Pasta,0,0,,
Xpert Bakers,0,0,,
Al Noor Foods,0,0,,
Avon Kitchen,0,0,,
De Bone Chicken,0,0,,
Matthi Wala,0,0,,
Nirula's Ice Cream,0,0,,
Puran Dhaba,0,0,,
Rama Desi Ghee Meat Wala,0,0,,
VadaPav 'n' Frankie,0,0,,
Makers & Bakers,0,0,,
Arunachal Bhawan,0,0,,
Delhi-6 The Chicken Planet,0,0,,
Dessi Food,0,0,,
Foody Dragon,0,0,,
Lala Chaap Corner,0,0,,
Punjabi Chicken,0,0,,
Ratan Singh,0,0,,
Baba Chicken Ludhiana Wale,0,0,,
Food Nation,0,0,,
Me and My Cake,0,0,,
Hind Bakery & Chinese Fast Food,0,0,,
Hot Pot,0,0,,
Punjabi Flavour,0,0,,
Saras Fast Food Feast,0,0,,
Shama Chicken Corner,0,0,,
Kettle & Kegs,0,0,,
Ovenstory Pizza,0,0,,
Anupam Jalpan,0,0,,
Aunty's Kitchen,0,0,,
Cafe Coffee Day,0,0,,
Delhi 6 Foods,0,0,,
Fry Centre,0,0,,
Hilal Hotel Nihari,0,0,,
Iqbal's Mughal Cuisine,0,0,,
Kaushal Dhaba,0,0,,
Khan Foods,0,0,,
Negi Restaurant,0,0,,
Rajdhani Restaurant,0,0,,
Roll's World,0,0,,
Shree Krishna Dhaba,0,0,,
Taj Chicken Point,0,0,,
Garam Masala,0,0,,
Kolkatta Kathi Roll,0,0,,
Muradabadi Shahi Biryani & Chicken Corner,0,0,,
Rara Dragon,0,0,,
Mom's Bake,0,0,,
RV Restaurant,0,0,,
Best Biryani,0,0,,
L.N Live Kitchen,0,0,,
Preet Fast Foods,0,0,,
Tawa King,0,0,,
TiffinToons,0,0,,
Aggarwal Sweet Corner,0,0,,
Asia,0,0,,
Bablu Chinese Food,0,0,,
Crazzy Bite,0,0,,
Dada Ka,0,0,,
Friends N Foods,0,0,,
Hot N Fresh Pizza,0,0,,
Kathi Junction,0,0,,
Mahavrer Chap Express,0,0,,
Mamma Drools,0,0,,
Pawan Foods,0,0,,
Prem Rasoi,0,0,,
Shakun Cook-Du-Ku,0,0,,
Zaika-E-Chaap Express,0,0,,
Meatwale.com,0,0,,
Al- Laziz,0,0,,
Delhi Food Adda,0,0,,
Dessert Carte,0,0,,
Firangi Mithai,0,0,,
Ghar Ka Khana,0,0,,
Heera Chicken Corner,0,0,,
Kasur Khyon,0,0,,
Laziz Chinese Fast Food,0,0,,
Piyu Fast Food,0,0,,
Sher-e-Punjab,0,0,,
Uncle Sam,0,0,,
Viya Cupcakery,0,0,,
Zaika Muradabadi,0,0,,
Shisha,0,0,,
Foodies,0,0,,
Baweja's Haandi,0,0,,
Insane Foods,0,0,,
Kailash Vaishno Dhaba,0,0,,
Khurana Eating Point,0,0,,
Madras Cafe,0,0,,
Parantha on Call,0,0,,
Prem Ji Delhi Wale,0,0,,
Punjabi Tandoori Tikka,0,0,,
Punjabi's Veg Grill,0,0,,
Singh's,0,0,,
Soya Twist,0,0,,
Spice Studio,0,0,,
Tasty Tandoor,0,0,,
Aazad Chicken Corner,0,0,,
Chaipiyoji,0,0,,
Chatkara,0,0,,
Kettle & Kegs,0,0,,
Krishna Juice & Shakes Corner,0,0,,
Momolicious,0,0,,
Sweet Bakes,0,0,,
Sweet Sensations,0,0,,
Best Biryani Centre,0,0,,
Lucky Corner Shop,0,0,,
Mahesh Shudh Vaishno Bhojanalya,0,0,,
Piper's & Grill - The Night Chef,0,0,,
RAM-G Samose Wale,0,0,,
Shudh Vaishno Dhaba,0,0,,
Singh Chicken,0,0,,
TAG,0,0,,
Urban Patty House,0,0,,
Aap Ki Khatir,0,0,,
Amul Ice-Cream Parlour,0,0,,
Cherry Berry,0,0,,
Noddy's,0,0,,
Om Ji Bhature Wale,0,0,,
Peshawari Mehel,0,0,,
Spices Affair,0,0,,
Adda The Spice Affair,0,0,,
All About Food,0,0,,
Brown House Cafe,0,0,,
Desi Tadka,0,0,,
Front Food Corner,0,0,,
Hot Kathi Roll,0,0,,
Sher -E- Punjab,0,0,,
Shi Cafe,0,0,,
Viceroy Bar - Hotel Classic Diplomat,0,0,,
Frugurpop-  ibis New Delhi,0,0,,
New Classic Kitchen,0,0,,
Mirch Masala Restaurant,0,0,,
Choco-House Chocolatiers,0,0,,
D Brown Affairs,0,0,,
Daya Sagar,0,0,,
Gluten Free by Deepika,0,0,,
Jain Restaurant,0,0,,
Little Cup Cake,0,0,,
Nice Food Corner,0,0,,
Schezwan Bakery,0,0,,
Al-Nawab,0,0,,
Lahori Food,0,0,,
Majlis Foods,0,0,,
Daawat-e-Mehak,0,0,,
Delhi Biryani Hut,0,0,,
K. B. Eating Point,0,0,,
Maan Singh Halwai,0,0,,
Mughlai Darbar Muradabadi,0,0,,
P.S. Chinese & Thai Food,0,0,,
Pak Afghan Restaurant,0,0,,
Pakeeza Restaurants,0,0,,
Radhe Shyam Chole Bhature,0,0,,
Shahi Muradabadi & Hyderabadi,0,0,,
Shankar Chinese Foods,0,0,,
Tandoori Nature,0,0,,
Tinker Koch,0,0,,
Wakhra Swag,0,0,,
Connoisseur,0,0,,
Mahesh Chaat Corner,0,0,,
Sunny Restaurant & Tiffin,0,0,,
Amul Sweets & Bakery,0,0,,
Elements - Mapple Express,0,0,,
Food Corner,0,0,,
Habibi Express,0,0,,
Moriarty Delivers,0,0,,
Chinese Chaat Corner,0,0,,
Javed Chicken Corner,0,0,,
Kamal Chicken,0,0,,
Singh Chinese Fast Food,0,0,,
Al Naseem Foods Shawarma,0,0,,
Pandit Dhaba,0,0,,
Red Chili Potato,0,0,,
Bansal Foods,0,0,,
Bhatia Chinese Food,0,0,,
Break Fast Junction,0,0,,
Breakfast Hut,0,0,,
Buddy 's. Pizza,0,0,,
Chai Garam,0,0,,
Fuel Diet Cafe,0,0,,
Goldy Chat Bhandar,0,0,,
Kebabish,0,0,,
Khalsa Dhaba,0,0,,
Mitra Da Dhabha,0,0,,
Murliwala Bakers,0,0,,
Panjabi Chic-Shoppe,0,0,,
Ramlal Sweets,0,0,,
Sri Krishna,0,0,,
The Friends Cafe,0,0,,
Mr. Billiken,0,0,,
Naya Adda,0,0,,
Al-Rihan,0,0,,
Cocoalicious Delights,0,0,,
Food En Vouge,0,0,,
Food Junction,0,0,,
Gian Ji Punjabi Dhaba,0,0,,
Lotes Bakes,0,0,,
New Sethi's,0,0,,
Shri Ram Dhaba,0,0,,
Sunrise Bakery,0,0,,
Taste of Spice,0,0,,
The Celiac Kitchen,0,0,,
Bigbee,0,0,,
Delhi 6 Cafe,0,0,,
Lala Ji Sweets,0,0,,
MK's Chinese Food,0,0,,
Nirvana The Divine Kitchen,0,0,,
Preechen,0,0,,
Chennai Express Greens,0,0,,
Omi Pizza,0,0,,
South Indian & Chinese Fast Food,0,0,,
The Khoj Cafe Restaurent,0,0,,
Rai Ji Caterers,0,0,,
Szoun Chinese Food,0,0,,
Aakash Sweets & Caterers,0,0,,
Aapka Mangal Restaurant,0,0,,
Al-Karim,0,0,,
Cafe Highway,0,0,,
Cake Point,0,0,,
Chatori Zubaan Chur Chur Naan,0,0,,
Coffee Shop,0,0,,
Colonel's Kebabs & Curries,0,0,,
Dhaba Cash 'n' Carry Kitchen Chur Chur Naan,0,0,,
Dolphin - The Food Cafe,0,0,,
Flavours Of Delhi,0,0,,
JD's Restaurant,0,0,,
Just Vada Pav,0,0,,
Kaka De Dhaba,0,0,,
Kolcata Bengali Dhaba,0,0,,
Malabar Style Kitchen,0,0,,
Mathura Lassi Wala,0,0,,
Mughal-E-Zaika,0,0,,
Mukesh Bhojnalaya,0,0,,
New Royal Blue Dhaba,0,0,,
Sunil Punjabi Dhaba,0,0,,
Sunita Dhaba,0,0,,
Taste of India,0,0,,
U.P. Al-Flah Restaurant,0,0,,
Vaishno Da Dhaba,0,0,,
ABC Restaurant,0,0,,
Asian House Restaurant,0,0,,
Cafe 59,0,0,,
Dus Bab,0,0,,
DZI House,0,0,,
Good Luck Cafe,0,0,,
Kathmandu,0,0,,
Kullu Manali Restaurant,0,0,,
Lhamo's Kitchen,0,0,,
Lhasa Manthang Restaurant,0,0,,
Lhasa Thali House,0,0,,
Little Tibet,0,0,,
Mahi Rasoi,0,0,,
New Open Restaurant,0,0,,
Somang House Restaurant,0,0,,
Tandoori Khazana,0,0,,
Bake Bank,0,0,,
Buzybee,0,0,,
Choksi Chinese,0,0,,
Desi Chulha,0,0,,
Fumble Foods,0,0,,
Games v/s Cafe,0,0,,
Grubhouse Cafe,0,0,,
Rockers & Shockers,0,0,,
Saikutir Food,0,0,,
Satnaam Foods,0,0,,
Shri Bala Ji Rasoi,0,0,,
South Indian,0,0,,
Tip Top Eating Corner,0,0,,
ToLoveFromLove,0,0,,
Zayka chicken restaurant,0,0,,
Creamy Creation,0,0,,
K.D Corner,0,0,,
Romano's Pizza,0,0,,
The Deshi Bites,0,0,,
#hashtag,0,0,,
Ashiyan Foods,0,0,,
Bhutani Chaap,0,0,,
China Pan,0,0,,
Chinese Fast Food,0,0,,
Kathi House,0,0,,
Kerala Kitchen & Restaurant,0,0,,
Retro Kichen,0,0,,
Twenty Four Seven,0,0,,
Aap Ki Khatir,0,0,,
Aggarwal Sweets,0,0,,
Bikaner Sweets,0,0,,
Bollywood Khana,0,0,,
Cake And Bakes,0,0,,
Cake Point,0,0,,
Chinese Corner,0,0,,
Green Chick Chop,0,0,,
Gujjar Dhaba,0,0,,
Kitchen Namaste,0,0,,
Lajawab Chicken & Fish Fry,0,0,,
Lotus Kitchen,0,0,,
Manami Japanese Restaurant,0,0,,
New Gaurav Dhaba,0,0,,
Rajdhani Restaurant,0,0,,
Swiss Gourmessa,0,0,,
Truly Yours,0,0,,
Uttrakhand Hotel,0,0,,
Vandana Food Corner,0,0,,
Zaika Biryani,0,0,,
Curzon - The Royal Bar,0,0,,
London Eye - The Open Lounge,0,0,,
Viceroy - The Coffee Shop,0,0,,
Amit Dhaba,0,0,,
Apni Rasoi,0,0,,
Chap Corner,0,0,,
Chinese Corner,0,0,,
Giani,0,0,,
Hot & Hot Shudhir Chinese Point,0,0,,
Hungerz Hub,0,0,,
Magic Mo:Mo Corner,0,0,,
Moji Dhaba,0,0,,
Street Chaat Chatoron Ka Adda,0,0,,
Syall Kotian Da Dhaba,0,0,,
Tirath Sweets,0,0,,
Tummyy Tull,0,0,,
Bawarchi's Canteen,0,0,,
Bikaner Restaurant,0,0,,
Bikaner Sweets Chaat cafe,0,0,,
Brijwasi,0,0,,
Delhi Chaat Bhandar,0,0,,
Desi Dhaba,0,0,,
Desi Thaat Amritsari Naan,0,0,,
Dhaba Express,0,0,,
Food Campus,0,0,,
Fresh Fast Food,0,0,,
Gungun Tiffin Services,0,0,,
Happy Italiano,0,0,,
Haryana Bhojnalaya,0,0,,
Just In,0,0,,
Jyoti Dhaba,0,0,,
Madras Cafe,0,0,,
NIK's Chicken Corner,0,0,,
Om Shanti Foods,0,0,,
Panj Tara,0,0,,
Pasta Pizza & Roll Hut,0,0,,
Pheva Tandooris,0,0,,
Punjabi Delight,0,0,,
Raja Rasoi,0,0,,
Special Tea Point,0,0,,
Spl. Flavour Sodas & Fruit shakes,0,0,,
Student Corner,0,0,,
Taneja Corner,0,0,,
Taste Zone,0,0,,
Tea Point,0,0,,
Al Meraj Chicken Shop,0,0,,
Chinese Food Corner,0,0,,
D.A.A.,0,0,,
Jaca Restaurant,0,0,,
King Of Roll,0,0,,
Kirti Food Plaza,0,0,,
Nishaj Chicken Corner,0,0,,
S.R. Bakers,0,0,,
Shahi Muradabadi,0,0,,
Shree Vinayaga Restaurant,0,0,,
The Pure Kitchen,0,0,,
The Yolmo Kitchen,0,0,,
Aditya Da Vaishno Dhaba,0,0,,
Anjel China & Tibetian Food,0,0,,
Annpurna Rasoi,0,0,,
Apni Rasoi,0,0,,
Bajrang Misthan Bhawan,0,0,,
Bake Town,0,0,,
Bikaner Sweets & Restaurant,0,0,,
Chicken Darwar,0,0,,
Chilli Tadka,0,0,,
Chinese Food Point,0,0,,
Dana Pani,0,0,,
Dilli Darbar Chicken Point,0,0,,
Green Chick Chop,0,0,,
Grover Burfee & Cakes,0,0,,
Hans's Planet-F,0,0,,
Hotel Delhi 43,0,0,,
Kanhaiya Fast Food,0,0,,
Karol Bagh Ke Chhole Bhature,0,0,,
King's Food,0,0,,
Laxmi Food Corner,0,0,,
Lounge Bakery,0,0,,
Mehtaab Sweet Corner & Restaurant,0,0,,
Melting Food Point,0,0,,
Mittal Restaurant & Fast Food,0,0,,
Pind Balluchi,0,0,,
Prem Chinese Fast Food,0,0,,
Punjabi Rasoi,0,0,,
Radhe Shyam Dhaba,0,0,,
Raju De Special Paneer Wale,0,0,,
Sangeeta Dhaba,0,0,,
Shahi Chicken Point,0,0,,
Sharma Sweets,0,0,,
Shere Hind Chicken Corner,0,0,,
Shiv Shakti Dhaba,0,0,,
Shree Shyam Sweets,0,0,,
Shri Shyam Ji Shudh Shakahari Bhojnalaya,0,0,,
Snack Shack,0,0,,
Aggarwal Sweets Corner,0,0,,
Aujla's Punjabi Zaika,0,0,,
Baba Ji,0,0,,
Babu Soup Wala,0,0,,
Baketown By Gagan Bakers,0,0,,
Bala Ji Rasoi,0,0,,
Bansiwala Sweets & Caterers,0,0,,
