Restaurant Name,Aggregate rating,Votes,correl,
Kishan Dhaba,3,4,,
Sardar Ji Punjabi Jayeka,2.9,4,,
SGF - Spice Grill Flame,3.1,4,,
Subs n Shakes,3.1,4,,
Chic Fillet,2.9,4,,
Dakshin South Indian Hut,3,4,,
Soya Grill,3,4,,
Faasos,3,4,,
The Lodhi Bakery - The Lodhi,2.9,4,,
The Gourmet Shop - The Uppal,3,4,,
Chaap Nation,3,4,,
Janki Vaishno Dhaba,3,4,,
Apna Swad,2.9,4,,
ATM Food Corner,3,4,,
Burger House,2.8,4,,
Gabbar Chowmein,3,4,,
Gayatri's Break Point Restaurant,3.1,4,,
Lajawab Chinese Food,3,4,,
Natkhat Bakers,3.1,4,,
Shahi Kachauri,2.8,4,,
Shri Bikaner Sweets,2.9,4,,
Wah Ji Wah,2.4,4,,
Punjabi Vaishno Rasoi,2.9,4,,
The Cake,3,4,,
Shree Ram Sweets & Bakers,3,4,,
Sindhi Kulfi Wala,3,4,,
The Dosa King,2.9,4,,
Bansiwala Restaurant,2.5,4,,
Taco Street,2.9,4,,
Chicken Kraft,2.9,4,,
Night Safari Cafe,3,4,,
Aroma,3,4,,
Chaska By Taste,2.9,4,,
Grill King,3,4,,
Kalpana Hotel,2.9,4,,
Anand Food Factory,2.9,4,,
Super Cake Shop,2.5,4,,
Yours Deliciously,2.9,4,,
Radhey Foodz,3,4,,
Frozen Stone,3.1,4,,
Shanghai Dreams,3,4,,
Keventers,2.9,4,,
Cafe 44,3,4,,
The Roll Van,2.9,4,,
Amrit's Agni Multi Cuisine Restaurant,2.9,4,,
Snacks Point,2.9,4,,
B Tamang Chineese,2.9,4,,
Boxmeal,3,4,,
Hot & Spicy,2.9,4,,
Chick Chicken Barbeque,2.6,4,,
Bikaner's,2.9,4,,
Keventers,2.9,4,,
La-Cuisine,2.9,4,,
Shahenshah,3,4,,
Sugar Daddy Bakers,2.7,4,,
Chinese Chilli Seasonal,2.9,4,,
Los Agaves,0,3,,
Kashyap Vaishno Dhaba,0,3,,
Total Food Court,0,3,,
Jai Jagannath Hotel,0,3,,
Silver,0,3,,
Invitation,0,3,,
Flying Tandoor,0,3,,
Punjabi Chulha,0,3,,
Tamasha In Tafree,0,3,,
Evergreen Tandoori Night,0,3,,
Harmann Restaurant,0,3,,
Bake Your Dreamz,0,3,,
Med E Taste,0,3,,
Punjabii Tandoor,0,3,,
The Burger Chef,0,3,,
Courtyard Grill - Courtyard by Marriott,0,3,,
Baskin Robbins,0,3,,
High On Tea,0,3,,
Bal Ji Rasoi,0,3,,
Dakshin Bistro,0,3,,
The Burger Hub,0,3,,
Shree Shyam Bhojnalaya,0,3,,
Grill & Cafe,0,3,,
Mughal Chicken Corner,0,3,,
Oven Aroma,0,3,,
Radha Swami Shudh Vaishno Dhaba,0,3,,
Sun Sweets Restaurant,0,3,,
Tpot,0,3,,
Kettle & Kegs,0,3,,
Bite N Sip,0,3,,
Alwar Sweets & Namkeen,0,3,,
BiBo's Kitchen,0,3,,
Cherry Crossing Foods,0,3,,
The Pack King,0,3,,
Nukkadwala,0,3,,
Bake Cuddle,0,3,,
Tasty But Healthy,0,3,,
Chaayos,0,3,,
Domino's Pizza,0,3,,
Food Ka Adda,0,3,,
Tpot,0,3,,
JD's Food Court,0,3,,
Keventers,0,3,,
Balaji Dhaba,0,3,,
Playboy Club,0,3,,
Meghraj & Sons,0,3,,
Old Kheer Shop,0,3,,
Kebab Gallery,0,3,,
Old Delhi Food Factory,0,3,,
R.P.W Pizza,0,3,,
The Pork Shop,0,3,,
Vaishno Rasoi,0,3,,
K.K. Fast Food Service,0,3,,
Munch Brunch Cafe,0,3,,
Punjabi Tandoor,0,3,,
Hardwari,0,3,,
Johny's Vada Pav,0,3,,
My Kind Of Cafe,0,3,,
Snacks and More,0,3,,
Swag Cafe,0,3,,
Nando's,0,3,,
Chaman Dhaba,0,3,,
Shree Banke Foods,0,3,,
HoG - House of Goodies,0,3,,
The Pirates Of China Town,0,3,,
Chaat King,0,3,,
Shri Radhe,0,3,,
Chinese Hutt,0,3,,
Zaika Kathi Roll,0,3,,
Shree Rathnam,0,3,,
Chakhna,0,3,,
Foodie Singh,0,3,,
Krishna Da Dhaba,0,3,,
Kwality Sweet Corner,0,3,,
Shama Chicken Corner,0,3,,
Ameer Sweets House,0,3,,
Anwar Food Corner,0,3,,
Bhashi Caterers,0,3,,
Sardar A Pure Meat Shop,0,3,,
Pind Balluchi,0,3,,
Sea Lord,0,3,,
Chai Mantra,0,3,,
Bake Bite,0,3,,
Chocofairies,0,3,,
deliKitchen,0,3,,
Sugandh Corner,0,3,,
The Muffin Girl,0,3,,
All Day 99,0,3,,
Anna Dosa,0,3,,
Intermission,0,3,,
Standard Punjabi Food,0,3,,
Chawla's Tandoori Junction,0,3,,
Kukkuu Da Dhaba,0,3,,
M&S Coffee Cafe,0,3,,
Drepung Loselling,0,3,,
Rooftop Restaurant,0,3,,
Mr. Tandoori Lal,0,3,,
Om Sweets & Caterers,0,3,,
Muradabadi Chicken Biryani & Dhaba,0,3,,
Senorita's,0,3,,
U Like,0,3,,
Evergreen Food Corner,0,3,,
A One Muradabadi,0,3,,
Muradabadi Chicken Corner,0,3,,
Dilkhush Punjabi Dhaba,0,3,,
Giani's,0,3,,
Green Chick Chop,0,3,,
Sweeter Delight,0,3,,
Naughty 9 Kitchen & Bar,0,3,,
Delhi Chaap Express,0,3,,
Rollacious,0,3,,
Singh Chicken,0,3,,
Creative Food House,0,3,,
Dee Cake Shop,0,3,,
Chili's Treat,0,3,,
Milan Shudh Vaishno,0,3,,
Shree Laxmi Dhaba,0,3,,
Hang Out,0,3,,
Cafe Brownie,0,3,,
Janta Special Lassi Corner,0,3,,
Munna Bakery,0,3,,
Recipe Tadka,0,3,,
Vikram Ji Snacks,0,3,,
Sai Bhojanalay,0,3,,
Jeet Pizza,0,3,,
Keventers,0,3,,
Chilli Tadka,0,3,,
Hungry Folks Food Corner,0,3,,
Just Vada Pav,0,3,,
Quality Restaurant,0,3,,
Sahara Restaurant,0,3,,
Sumona Restaurant,0,3,,
Sindh Snacks,0,3,,
Aggarwal Sweet Centre,0,3,,
Roasted - Roseate,0,3,,
Chocolangels,0,3,,
G+,0,3,,
Nanu Ki Rasoi,0,3,,
Biryani Bot,0,3,,
Crispers,0,3,,
Aapki Rasoi,0,3,,
Apni Rasoi,0,3,,
Chilli Tadka Food Villa,0,3,,
China Town,0,3,,
D Food,0,3,,
Da Bawarchi,0,3,,
Delhi Cafe Restaurant,0,3,,
Madras Cafe,0,3,,
Pizza Hub,0,3,,
Sardar A Pure Meat Shop,0,3,,
The AB's Kitchen,0,3,,
Zaika-e-Dilli,0,3,,
Darbar Chicken Corner,0,3,,
Tandoor & Curry Restaurant,0,3,,
Dosa Junction,0,3,,
Lush,0,3,,
Cafe Corner,0,3,,
F Marquee,0,3,,
Choices An Absolute BBQ,0,3,,
ATM Bistro,0,3,,
Jagadeesh Kharodewala,0,3,,
Ramu Ka Dhaba,0,3,,
Seth Baker's,0,3,,
Sri Durga Dosa Corner,0,3,,
Bikaner Sweets & Pastry Corner,0,3,,
Bikaner Sweets,0,3,,
Funduz Cafe,0,3,,
Mama Bhanja Corner,0,3,,
Punjabi Dhaba,0,3,,
Punjabi Virsa,0,3,,
Sahib Jhatka Chicken Shop,0,3,,
Salt & Peppers,0,3,,
Sethi Ice Cream Parlour,0,3,,
Shawarma Wala,0,3,,
Today Pizza,0,3,,
Turban Tadka,0,3,,
Wah Wah Chicken Corner,0,3,,
Aggarwal Jalebi Wale,0,3,,
Aggarwal Sweets,0,3,,
Arora Pastry Palace,0,3,,
Green Chick Chop,0,3,,
Kamal Chat Bhandar,0,3,,
Madras Cafe,0,3,,
Punjabi Chicken,0,3,,
Sapna Restaurant,0,3,,
The Darjiling Delicious Chinese Food,0,3,,
Veg Darbar - The Royal Taste,0,3,,
Giani,0,3,,
Adi's Restaurant,0,3,,
Catchup Green,0,3,,
Goli Vada Pav No. 1,0,3,,
Shree Sai Bhog,0,3,,
Brick Station,0,3,,
Pastry Point,0,3,,
Asia Seven Express,0,3,,
Bikanervala,0,3,,
Cafe Huddle,0,3,,
GoGourmet,0,3,,
Foodhall,0,3,,
Faeem Chicken Corner,0,3,,
Savoury Street,0,3,,
The Feast Box,0,3,,
Cafe Coffee Day,0,3,,
Baskin Robbins,0,3,,
Grill Inn,0,3,,
Hunger's Hut,0,3,,
Serendipity Cafe,0,3,,
Tandoori Junction,0,3,,
Upper Deck,0,3,,
Cha Cha Cha,0,3,,
Chination,0,3,,
Top Food,0,3,,
Standard Sweets & Confectioners,0,3,,
The Zaika King,0,3,,
Aureo Dine & Bake House,0,3,,
Cafe Coffee Day,0,3,,
Peniel Restaurant,0,3,,
Pizza Key,0,3,,
Tandoori Mystery,0,3,,
Wild Chef House,0,3,,
Choco Bee,0,3,,
Eating Point,0,3,,
Bollycric,0,3,,
The Kitchen Factory,0,3,,
The Beer Cafe,0,3,,
Moonlight Cafe,0,3,,
C Cube,0,3,,
Royal Spice Restaurant,0,3,,
Ammi's Kitchen,0,3,,
Chocolate Therapy by Nishi,0,3,,
Second Home,0,3,,
Veer Jee,0,3,,
Green Vally Chiiness Food,0,3,,
Aggarwal Bikaneri Sweets & Restaurant,0,3,,
Dove And Mouse,0,3,,
Meatwale.com,0,3,,
Vyanjan,0,3,,
Zaika Kathi Rolls,0,3,,
Zaika of Dilli 6,0,3,,
KBC?_,0,3,,
Pan Asian Noodles,0,3,,
Adarsh Kulfi,0,3,,
Chillies Cafe,0,3,,
Damascena Coffee House,0,3,,
Sandubas Caf??,0,2,,
Divino Fog??o,0,2,,
Super Grill,0,2,,
Frick's Tap,0,2,,
Subway,0,2,,
Maggi Point,0,2,,
Bangali Sweets & Restaurant,0,2,,
Gulshan Hotel,0,2,,
Purani Dilli Da Swad,0,2,,
Oh My!,0,2,,
Meghansh Bakery,0,2,,
Evergreen Sweets & Restaurant,0,2,,
Kulcha King,0,2,,
Green Chilly Chinese Food,0,2,,
Tasty Bites,0,2,,
Mx Corn,0,2,,
Ancient Spice,0,2,,
Costa Coffee,0,2,,
Sona Bridge Hotel,0,2,,
Illusion The Lounge Bar - Hotel Clark Inn Gurgaon,0,2,,
Call For Cuisine - Hotel Grenville,0,2,,
Bakelicious 18,0,2,,
Hot Fork,0,2,,
Love to Wish,0,2,,
Radha Swami Shudh Vaishno Dhaba,0,2,,
RD's Authentic Aroma,0,2,,
Shree Bikaner Mishthan Bhandar,0,2,,
Gurgaon Mughlai Chicken,0,2,,
Special No.1 Biryani Corner,0,2,,
Delight Express,0,2,,
Modern Sweets,0,2,,
Rustic Flavours,0,2,,
Burger Xpress,0,2,,
Ronny Flavours,0,2,,
The Food Garage,0,2,,
Desi Bites,0,2,,
Shivalik Tiffin Corner,0,2,,
Teddy Choco Studio,0,2,,
Bikaner Sweets,0,2,,
Cake 24x7,0,2,,
Costa Coffee,0,2,,
iKitchen,0,2,,
Giani's,0,2,,
Chaudhary Burfi Wala,0,2,,
Food Cloud,0,2,,
365 Naturals,0,2,,
#InstaFreeze,0,2,,
Lemon Chick,0,2,,
Thalaiva Cafe,0,2,,
Bikaner Kesarvala,0,2,,
Bhagat Ji,0,2,,
Hangout Kathi Rolls,0,2,,
Coffee Shop - Centaur Hotel,0,2,,
Milan Food,0,2,,
Hotel 121 Shakahari,0,2,,
Shri Bhujia Bhandar,0,2,,
Bengal Snacks,0,2,,
Brownies & More,0,2,,
Craving Cure,0,2,,
Kamala Fast Food & Chinese,0,2,,
Lokenath Sweets,0,2,,
Shree Hari Vaishnav Dhaba,0,2,,
Chicken Biryani Centre,0,2,,
Ekta Restaurant,0,2,,
Gulati Food Corner,0,2,,
Milko's,0,2,,
Sikkim Chinese Food,0,2,,
Annapurna Bhojnalaya,0,2,,
Kake Di Chap,0,2,,
Pizza Hub,0,2,,
Sanjha Chulah Babe Da,0,2,,
Vaishno Bhojanalaya,0,2,,
Tibb's Frankie,0,2,,
Aggarwal Eating Point,0,2,,
Al- Sheikh,0,2,,
Anupama Sweets & Restaurant,0,2,,
Da Pizza Corner,0,2,,
Delhi Lazeez,0,2,,
Delhi Pizza Corner,0,2,,
Jagram Dhaba,0,2,,
Kitchen King,0,2,,
Roll Corner,0,2,,
Punjabi Rasoi,0,2,,
The Pink Whisk,0,2,,
Dilli Grillz,0,2,,
Pastry Palace,0,2,,
Friends Fast Food,0,2,,
Spezia Deliveries,0,2,,
UFO,0,2,,
Flavours Kitchen,0,2,,
House Of Chocolate,0,2,,
Sri Balaji,0,2,,
Kesariya Sweets,0,2,,
KG Confectionery and Pastry Shop,0,2,,
Radhey Radhey Foods,0,2,,
Jalebi Wala,0,2,,
Just Parkash,0,2,,
Wah G Wah,0,2,,
Fish Point,0,2,,
Hotel Maidah,0,2,,
Chaap Express,0,2,,
Shri Ram Sweets,0,2,,
Queen's Way,0,2,,
Food Master's Galley,0,2,,
Cafe Coffee Day,0,2,,
Aalishaan,0,2,,
Deepu Fish & Chicken,0,2,,
Dial A Cake,0,2,,
Green Chick Chop,0,2,,
Hungry Heights,0,2,,
Lets Eat Veg,0,2,,
Chick Chicken House,0,2,,
Choco Kraft,0,2,,
FNV,0,2,,
Punjab Sweets,0,2,,
K2 Multi Cuisine Restaurant,0,2,,
Eywa by Saby @ Celeste,0,2,,
Krishan Sweets,0,2,,
Yummy Mummy @ Delhi,0,2,,
First Treat Bakers,0,2,,
Foresto Lawn & Restaurant,0,2,,
Mr. Bake,0,2,,
New Sharma Chicken Corner,0,2,,
Pizza Corner,0,2,,
Satya Dhaba,0,2,,
Shama Muradabadi,0,2,,
The Sweet Spot,0,2,,
Kafe @ Museum,0,2,,
Friends Cafe,0,2,,
Sardar Ji Take Away & Caterers,0,2,,
Anupam Hotel,0,2,,
Cafe Tandoor,0,2,,
Pakiza Restaurant,0,2,,
Riddhi Siddhi Restaurant,0,2,,
Cake Walkers,0,2,,
Mitra Da Dhaba,0,2,,
Sonu Bhojanalya,0,2,,
Bake My Day,0,2,,
Choudhary Dhaba,0,2,,
JMD Food Palace,0,2,,
Mr. Sub,0,2,,
Pandit Ji Ki Apni Rasoi,0,2,,
Swadist Bhojnalaya,0,2,,
Aces - The Card Room,0,2,,
Evergreen Punjabi Swad,0,2,,
Lasha Chinese Food,0,2,,
Punjabi Parantha Station and Punjabi Thali,0,2,,
Aggarwal Sweets,0,2,,
Royal Bakery,0,2,,
Zawlbuk,0,2,,
Cheffron Bakery,0,2,,
Chinese Temptation,0,2,,
Food Point and Sweets Corner,0,2,,
Lamba Sweets Corner,0,2,,
Mittal Caterer,0,2,,
Punjabi Special,0,2,,
Raj Rasoi,0,2,,
Taj Mahal Dhaba,0,2,,
Hans Fast Food Center,0,2,,
Milko Sweets Corner,0,2,,
Nik's Chawla Chik Inn,0,2,,
Shashi's China Wok,0,2,,
Al Mughal,0,2,,
Brij Palace Restaurant,0,2,,
Bruncheez,0,2,,
Buena Tierra,0,2,,
Cafe Coffee Day,0,2,,
Crazylicious Cakes N Desserts,0,2,,
Halal Pizza 'n' Joy,0,2,,
Swaad Restaurant,0,2,,
Chick Fish Point,0,2,,
TLC Kitchen,0,2,,
Metro Bar & Family Restaurant,0,2,,
Aggarwal Bikaner Wala,0,2,,
Aggarwal Sweet Centre,0,2,,
Aggarwal Sweet India,0,2,,
Chavi Food Point,0,2,,
Green Chilli,0,2,,
Hook N Cook,0,2,,
New Lazeez Tandoor,0,2,,
Pizza Day,0,2,,
Pizza Day,0,2,,
Berco's,0,2,,
Keventers,0,2,,
New South Indian & Chinese Foods,0,2,,
Niti Shake & Ice Cream Hub,0,2,,
Gopal Ji Rasoi Wala,0,2,,
Chai Garam,0,2,,
Gupta Eating Corner,0,2,,
The Tandoor Hut,0,2,,
Ravi Ke Parathe,0,2,,
Rapchick Biryani,0,2,,
Amor Kitchen,0,2,,
Chip N Dale,0,2,,
Laziz Foods,0,2,,
Mummy's Food Corner,0,2,,
Riyaz Biryani Corner,0,2,,
Pastry Place,0,2,,
Sonu Sweets,0,2,,
Rasoi - The Indian Zaika,0,2,,
Moni Bakers,0,2,,
Sugar Rush,0,2,,
Aggarwal Bikaner Sweets Corner,0,2,,
Aggarwal Petha Store and Bakers,0,2,,
Aggarwal Sweet Fresh,0,2,,
Bikaner Sweets & Bakers,0,2,,
Bitoo Chat Corner,0,2,,
Chaska,0,2,,
Chinese Delight,0,2,,
Dosa Plaza,0,2,,
Hira Lal Sweets,0,2,,
Jainco Sweets,0,2,,
Mehak Restaurant,0,2,,
New Madras Cafe,0,2,,
Pizza Hub,0,2,,
Punjabi Chaska & Rasoi,0,2,,
Sagar,0,2,,
Yum Yum,0,2,,
Aunty Chings Fast Food,0,2,,
Choc-oholic,0,2,,
Mashoor Gulati,0,2,,
Nidhi's Cake Lounge,0,2,,
Shalimar Food,0,2,,
The Urban Canteen,0,2,,
Anand Sweets,0,2,,
Chocolics,0,2,,
ChocoLite,0,2,,
Aggarwal Sweet Corner,0,2,,
South Indian Hut,0,2,,
Standard Pastry Shop,0,2,,
Punjabi Shahi Chicken Soup,0,2,,
V S Cafe,0,2,,
Vijay South Indian Food,0,2,,
Annapurna Caters,0,2,,
Ashoka's Ice Zone,0,2,,
Flavors of London,0,2,,
Grover Sweets Rajouri Wala,0,2,,
Guru Kripa Chicken Corner,0,2,,
KindBhutani's,0,2,,
Mama Tao,0,2,,
Shah Ji Di Rasoi,0,2,,
Snazzy Delights,0,2,,
T-2 Di Hatti,0,2,,
The Second Wife Kitchen,0,2,,
Wah Shah Ji Wah,0,2,,
Chinese Chatorey Xpress,0,2,,
Chocochill,0,2,,
Da Pizza Zone,0,2,,
Grover Sweets,0,2,,
J V's Fried Chicken,0,2,,
Khalsa Chicken Corner,0,2,,
New China Town,0,2,,
Pick & Carry,0,2,,
Sandwiches 'N' More,0,2,,
Sargam Sweets,0,2,,
Tandoori Theka,0,2,,
Cookfresh,0,2,,
Cafe Coffee Day,0,2,,
Cones & Curries,0,2,,
Kayasth Cuisine,0,2,,
Cafe Mom,0,2,,
Foodiez,0,2,,
South Street Cafe,0,2,,
Prem Jee Da Dhaba,0,2,,
Khan Chacha,0,2,,
EDC Mania,0,2,,
KFC,0,2,,
Evergreen Food Point,0,2,,
Spice Affair,0,2,,
Wich 'N' Shake,0,2,,
Sadda Adda,0,2,,
Golden Chaat,0,2,,
Rasoi Dil Se,0,2,,
Food Express,0,2,,
Wraps Cafe,0,2,,
The Cake Shop,0,2,,
Cream Bell Scoopers,0,2,,
B Bawarchi Restaurant,0,2,,
Casa Bake,0,2,,
Deli Chic,0,2,,
Divya Hotal,0,2,,
Hooting Owl Cafe,0,2,,
Sagar Dhaba,0,2,,
Shama Chicken Corner,0,2,,
Cafe Coffee Day,0,2,,
Dunkin' Donuts,0,2,,
Crazy Noodles,0,2,,
Kathi Junction,0,2,,
Gauranga Sweets,0,2,,
Delight Food,0,2,,
Radha Rani Bakery,0,2,,
Chinese Chilly Sizzler,0,2,,
Baskin Robbins,0,2,,
Kettle & Kegs,0,2,,
Keventers,0,2,,
Pitstop,0,2,,
Baskin Robbins,0,2,,
Heavens Food Xprs,0,2,,
Black Pepper,0,2,,
Ghar Ka Swad,0,2,,
Kake Da Dhaba,0,2,,
The Big Buddha Grill,0,2,,
52 Food Express,0,2,,
Delicious Treasure,0,2,,
DudeFood,0,2,,
Kesarwa Bakez,0,2,,
Hasty Tasty Fast Food,0,2,,
Sanjay Pandit Bhojnalaya,0,2,,
L'amore,0,2,,
Chauhan Fast Food,0,2,,
Baba Chinese Fast Food,0,2,,
Hurry Curry Express,0,2,,
Night Food Delivery,0,2,,
Rajwana Foods,0,2,,
Shama Chicken Corner,0,2,,
Southern Santushti Cafe,0,2,,
Subhoj,0,2,,
Lazeez Foods,0,2,,
Super Cake Shop,0,2,,
Brown Town,0,2,,
Breadman Cake Shop,0,2,,
Domino's Pizza,0,2,,
Green Chick Chop,0,2,,
Handi Mitran Di,0,2,,
Mairu's,0,2,,
Choicest Cakes,0,2,,
Nukkad Bites,0,2,,
Quiosque Chopp Brahma,0,1,,
Nosh Mahal,0,1,,
Aggarwal Sweet Corner,0,1,,
Aapki Rasoi,0,1,,
Popcorn Fusion,0,1,,
Tmos Cafe Corner,0,1,,
Anand Dhaba,0,1,,
Delicieux Ice Cream Rolls,0,1,,
Grub Hub,0,1,,
Ahata,0,1,,
Oh My !,0,1,,
The Dark Hour - Kitchen,0,1,,
King's Kitchen,0,1,,
Aggarwal Sweets And Caterers,0,1,,
Sam's Bake Shop,0,1,,
Chicken Inn Family Meat Shop,0,1,,
Chatny Delight,0,1,,
Sri Meenakshi South Indian Food,0,1,,
Pizza Express,0,1,,
Mom's Kitchen,0,1,,
The Street- Curries & Grills,0,1,,
Mitalis Kitchen,0,1,,
Chimney - The Takeaway,0,1,,
Good to Go,0,1,,
Late Night Food,0,1,,
OMG Kitchenz,0,1,,
Sardarji Chicken Point,0,1,,
Eggzellent,0,1,,
Yo! Dimsum,0,1,,
Prabhat Fast Food Corner,0,1,,
Metro Dhaba,0,1,,
Sukhman Food City,0,1,,
Anisha Restaurant,0,1,,
Annapoorna Foods,0,1,,
Bansiwala Sweets,0,1,,
Chaska Food Corner,0,1,,
Honey Hot & Spicy,0,1,,
Indochi Cafe & Restaurant,0,1,,
Pizza King,0,1,,
Savour,0,1,,
Wah Ji Wah,0,1,,
Indian Food Cafe,0,1,,
Chefy's Kitchen,0,1,,
Full Dabba,0,1,,
Krishna Restaurant,0,1,,
Radha Swami Shudh Vaishno Dhaba,0,1,,
Burger Joint,0,1,,
Kwality Wall's Swirl's,0,1,,
Burger Point,0,1,,
Dhara,0,1,,
Kehar Sweets And Snacks,0,1,,
Shakes Cakes 'n' More,0,1,,
The Breakfast Bite,0,1,,
Biryani Express,0,1,,
Cake Innovation,0,1,,
Chawla's?_,0,1,,
China Gathering,0,1,,
Vijeta's Happy Kitchen,0,1,,
Freshnfit.in,0,1,,
Kujay's Spoon,0,1,,
Mutton Mewar,0,1,,
Premier Bite,0,1,,
Street Foods by Punjab Grill,0,1,,
Tpot,0,1,,
Dosa Republic,0,1,,
Lazeez Restaurant,0,1,,
Purani Dilli Foods,0,1,,
Cafe Brewbug,0,1,,
Chilll House Kafe,0,1,,
Magic Masala,0,1,,
FFC Restaurant,0,1,,
6 Pack Momos,0,1,,
Bhasad Cafe,0,1,,
Indian Fresh Meat Shop,0,1,,
Malhotra Bakery,0,1,,
Punjabi Chaap Corner,0,1,,
Hotel New Tamil Nadu,0,1,,
Annapurna Chaat & Sweets,0,1,,
Grover Eating Point,0,1,,
Cafe Coffee Day,0,1,,
Cuisine,0,1,,
The Night Owl,0,1,,
Wimpy Sweets And Confectioners,0,1,,
Kake Di Hatti Punjabi Khana,0,1,,
Kumar Sweet House,0,1,,
Parantha Point,0,1,,
RR China Tawun,0,1,,
Turning Point Fast Food,0,1,,
Derawal Soda Fountain,0,1,,
Eat & Gulp,0,1,,
Papa Buns,0,1,,
Amritsari Naan Hut,0,1,,
Bikaner Rasoi,0,1,,
Da Pizza Farm,0,1,,
KSG,0,1,,
The Taste of Punjab,0,1,,
Wrap N Roll,0,1,,
17 Degree Food Service,0,1,,
Aurangzeb,0,1,,
Janaab,0,1,,
Test Restaruants for Medio,0,1,,
Vijay Store,0,1,,
Panchratna Thali,0,1,,
Gupta's Food Point,0,1,,
Giani's,0,1,,
Jo Jo Chinese Fast Food,0,1,,
Lots of Food,0,1,,
Pompas Chicken,0,1,,
Tandoori Tadka,0,1,,
The Square Meal,0,1,,
South Gate,0,1,,
Apna Punjabi Zayka,0,1,,
Delhi Chaat Bhandar,0,1,,
Encounter,0,1,,
Flavour's,0,1,,
Food Adda,0,1,,
Hot & Pot,0,1,,
Shubham Vaishno Bhojanalya,0,1,,
Shudh Vaishno Bhojanalaya,0,1,,
Aggarwal Sweets,0,1,,
Hook Up,0,1,,
Jnm Mama Mafia,0,1,,
Kitchen199,0,1,,
Republic of Chicken,0,1,,
34 Park Street Lane,0,1,,
Bombay Pao Bhaji,0,1,,
Food Daddy,0,1,,
Gupta's Vegetarian Paradise,0,1,,
Jaisons,0,1,,
Curry Capital - Hotel Classic Diplomat,0,1,,
The Grand Kitchen,0,1,,
Kashmiri Hills Wazwan,0,1,,
Food Code 99,0,1,,
New Kovilakam Restaurant,0,1,,
Shama Muradabadi Chicken Corner,0,1,,
Starve Stalkers,0,1,,
Tava & Tandoor,0,1,,
Bikaner Sweets,0,1,,
Bittoo Murge Wala,0,1,,
Mohan Chaat Corner,0,1,,
Mr. Momo,0,1,,
Pishori Chicken Corner,0,1,,
Punjab Patiyala Sahi,0,1,,
Golden Bakery,0,1,,
Birbal Ji Dhaba,0,1,,
Kashmiri Wazwan,0,1,,
Sanjha Chulha,0,1,,
Subhash Punjabi Family Dhaba,0,1,,
Chill House Kafe,0,1,,
Amul Ice-Cream Parlour,0,1,,
Al-Malik Chicken Point,0,1,,
Food 24,0,1,,
Hide Out Cafe,0,1,,
Ganpati Bhoj,0,1,,
Amritsari Chaat Bhandar,0,1,,
GO CHATZ With Breadz,0,1,,
Khanna's Hot Pizza,0,1,,
Raj Petha Bhandar,0,1,,
Sanjha Chula Baba Da,0,1,,
Burger Head Quarter BHQ,0,1,,
Chez Jerome - Q Cafe,0,1,,
Mulligan Cafe,0,1,,
OCD - Online Cake Delivery,0,1,,
Puja Sandwich House,0,1,,
Chicken King,0,1,,
Govinda,0,1,,
Karma Cafe & Lounge,0,1,,
New Anna Ka Dosa,0,1,,
Golden Bakery,0,1,,
Apna Dhaba,0,1,,
Burger Wala,0,1,,
Jain Sweets & Bakers,0,1,,
Metropolitan Cafe,0,1,,
Pakwan,0,1,,
Pokhreli Kitchen,0,1,,
Rasoi,0,1,,
Sha-O-Lin Chinese Fast Food,0,1,,
Shahi Chicken Corner,0,1,,
Yadav Sweets,0,1,,
Achi Restaurant,0,1,,
Lotus House Restaurant,0,1,,
Tsopema Restaurant,0,1,,
Snacks Point,0,1,,
Aman Vaishno Dhaba,0,1,,
Chawlas 2,0,1,,
Goodies- Snacks N More,0,1,,
Mr. Baker's,0,1,,
Tripti Foods,0,1,,
Annapurna,0,1,,
Harish And Sonu Sudh Bhojnalya,0,1,,
Munchies Midnight Delivery,0,1,,
Riyaz Chicken Corner,0,1,,
Royal Spice,0,1,,
Al Zaika,0,1,,
Dragun Hut,0,1,,
The China Town,0,1,,
The Urban Dhaba,0,1,,
Baskin Robbins,0,1,,
Hotel Aditi,0,1,,
Manna Sweets & Restaurant,0,1,,
Moets Curry Pot,0,1,,
Saraswati Food Corner,0,1,,
Shri Balaji Bhojnalaya,0,1,,
Lord's - The Sports Lounge,0,1,,
Malhotra's Zayeeka,0,1,,
Taaj Kitchen,0,1,,
Chaap Chaska,0,1,,
Delhite P??tisserie,0,1,,
Flavours Kitchen,0,1,,
Hasty Tasty,0,1,,
Inam Muradabadi,0,1,,
Lasha Chinese Food,0,1,,
Lily Tasty Fast Food,0,1,,
Maa Vaishno Dinesh Dhaba,0,1,,
Punjabi Paratha Station,0,1,,
West Bangal Kolkata Hot Kathi Rolls,0,1,,
Aggarwal Sweets,0,1,,
KT's Shik-Shack,0,1,,
Namaste Restaurant,0,1,,
The Cake Basket,0,1,,
Aggarwal Bikaner Sweets,0,1,,
Aggarwal Sweet Centre,0,1,,
Brown Town Bakers,0,1,,
Captain Food Factory,0,1,,
Dev Sweets & Restaurant,0,1,,
Mithla Dhabha,0,1,,
NBC Nirankari Bakers,0,1,,
Sat Narayan Fast Food,0,1,,
Sky Hawk,0,1,,
Soya Bite's,0,1,,
Soya Bite's,0,1,,
Yadav Sweets,0,1,,
Yummy Chinese Food,0,1,,
Anand Sweets,0,1,,
